date,open,high,low,close,volume
2026-04-15T23:00:00-04:00,74901.13,75178.37,74879.15,74901.17,724534876.1847154
2026-04-15T22:00:00-04:00,74681.46,75299.67,74614.38,74901.14,615410598.7862844
2026-04-15T21:00:00-04:00,74834.36,74835.33,74483.85,74681.46,453036804.0868361
2026-04-15T20:00:00-04:00,74839.97,74899.16,74478.66,74834.35,340195832.1222061
2026-04-15T19:00:00-04:00,74992.25,74995.08,74639.0,74836.31,153447625.4116236
2026-04-15T18:00:00-04:00,74765.37,75458.81,74755.39,74992.25,67079079.26652133
2026-04-15T17:00:00-04:00,74872.15,74888.88,74570.52,74765.38,58649592.944380745
2026-04-15T16:00:00-04:00,75045.99,75082.24,74536.02,74872.14,30695903.0167346
2026-04-15T15:00:00-04:00,74414.4,75316.55,74380.32,75048.06,110743622.91423513
2026-04-15T14:00:00-04:00,74154.99,74434.99,74085.0,74414.41,38059657.71197354
2026-04-15T13:00:00-04:00,73953.71,74269.99,73926.32,74154.99,20899555.73958819
2026-04-15T12:00:00-04:00,73861.45,74206.09,73776.84,73953.68,17385581.91060511
2026-04-15T11:00:00-04:00,74168.82,74325.65,73604.79,73861.45,33078329.60172701
2026-04-15T10:00:00-04:00,74071.96,74541.06,73839.16,74168.81,36738714.75789038
2026-04-15T09:00:00-04:00,74302.48,74470.0,73825.79,74069.62,39538857.19719858
2026-04-15T08:00:00-04:00,74232.73,74498.76,74073.84,74302.48,22554953.43218288
2026-04-15T07:00:00-04:00,73890.9,74287.82,73890.9,74232.72,19172733.25000557
2026-04-15T06:00:00-04:00,74033.0,74277.98,73818.64,73890.9,22170081.609355003
2026-04-15T05:00:00-04:00,74139.99,74213.43,73930.25,74033.46,9165717.486352367
2026-04-15T04:00:00-04:00,73771.35,74219.13,73706.0,74139.99,18264418.375647422
2026-04-15T03:00:00-04:00,73923.99,74054.83,73545.0,73771.35,22544254.158271596
2026-04-15T02:00:00-04:00,74047.15,74085.12,73902.8,73924.0,8356842.6469928995
2026-04-15T01:00:00-04:00,74369.99,74474.97,73902.8,74047.15,25562053.956858836
2026-04-15T00:00:00-04:00,74376.75,74478.06,74294.01,74372.02,19725480.952951264
2026-04-14T23:00:00-04:00,74360.39,74406.0,74201.94,74376.75,13253431.347595097
2026-04-14T22:00:00-04:00,74648.99,74745.67,74216.7,74360.39,30915455.781900804
2026-04-14T21:00:00-04:00,74601.5,74828.61,74527.02,74649.0,18480198.757737335
2026-04-14T20:00:00-04:00,74176.09,74726.93,74149.45,74601.5,25127717.578494113
2026-04-14T19:00:00-04:00,74067.32,74275.29,74046.18,74179.04,25592326.404731568
2026-04-14T18:00:00-04:00,74315.62,74417.88,73854.5,74067.36,34887501.64491881
2026-04-14T17:00:00-04:00,74152.37,74364.78,73979.6,74315.62,27043680.701697145
2026-04-14T16:00:00-04:00,74301.99,74499.99,74061.0,74152.37,43456200.44996596
2026-04-14T15:00:00-04:00,74145.14,74461.01,73939.31,74299.83,80029841.59189843
2026-04-14T14:00:00-04:00,74806.0,74863.92,73874.42,74145.14,80706161.8491008
2026-04-14T13:00:00-04:00,74696.12,74994.89,74296.62,74806.0,74971202.02371648
2026-04-14T12:00:00-04:00,75361.22,75745.59,74575.35,74698.73,104307425.7872808
2026-04-14T11:00:00-04:00,75071.99,75490.01,74596.0,75361.81,84252248.1690569
2026-04-14T10:00:00-04:00,75608.99,76127.18,75070.05,75070.05,242703381.7984742
2026-04-14T09:00:00-04:00,74488.79,75612.57,74434.95,75608.99,209727015.0895149
2026-04-14T08:00:00-04:00,74409.97,74520.92,74302.04,74488.79,31224241.318354215
2026-04-14T07:00:00-04:00,74376.99,74491.92,74332.0,74409.96,26215908.860471204
2026-04-14T06:00:00-04:00,74546.65,74651.67,74369.29,74376.99,29497703.055607375
2026-04-14T05:00:00-04:00,74803.68,74872.67,74472.94,74546.65,18119504.874514688
2026-04-14T04:00:00-04:00,74590.8,74959.0,74497.04,74800.25,31561715.441091593
2026-04-14T03:00:00-04:00,74562.49,74952.0,74464.84,74590.8,24545790.01090484
2026-04-14T02:00:00-04:00,74246.04,74591.72,74246.04,74562.48,28466457.314282183
